Filename,Actual Class,Actual Sign,Predicted Class,Predicted Sign,Correct,Segmentation Found (display check),Classification Time (s),Below 2 Seconds
000_1_0002.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,True,0.021193800001128693,True
000_1_0013.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,True,0.022708699998474913,True
000_1_0018.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,True,0.020793699999558157,True
000_1_0034.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,True,0.023048400000334368,True
001_1_0009.png,1,Speed limit fifteen kilometers per hour,1,Speed limit fifteen kilometers per hour,True,True,0.020177500000500004,True
002_1_0010.png,2,Speed limit thirty kilometers per hour,2,Speed limit thirty kilometers per hour,True,True,0.022335100000418606,True
003_1_0034.png,3,Speed limit fourty kilometers per hour,3,Speed limit fourty kilometers per hour,True,True,0.018949900000734488,True
004_1_0020.png,4,Speed limit fifty kilometers per hour,4,Speed limit fifty kilometers per hour,True,True,0.021080200000142213,True
005_1_0027.png,5,Speed limit sixty kilometers per hour,5,Speed limit sixty kilometers per hour,True,True,0.018664500001250417,True
007_1_0006.png,7,Speed limit eighty kilometers per hour,7,Speed limit eighty kilometers per hour,True,True,0.017733299999235896,True
012_1_0015.png,12,Don't Go Left or Right,12,Don't Go Left or Right,True,True,0.02242339999975229,True
014_1_0028.png,14,Don't overtake from Left,14,Don't overtake from Left,True,True,0.022386000000551576,True
015_1_0001.png,15,No U-turn,15,No U-turn,True,True,0.022647699999652104,True
016_1_0014.png,16,No Car,16,No Car,True,True,0.01868590000049153,True
017_1_0017.png,17,No horn,17,No horn,True,True,0.01969700000154262,True
023_1_0003.png,23,Go Left or right,23,Go Left or right,True,True,0.020131299999775365,True
023_1_0004.png,23,Go Left or right,23,Go Left or right,True,True,0.022096299999248004,True
024_1_0016.png,24,Go Right,24,Go Right,True,True,0.02190630000040983,True
024_1_0017.png,24,Go Right,24,Go Right,True,True,0.020849299999099458,True
026_1_0016.png,26,keep Right,26,keep Right,True,True,0.02344000000084634,True
028_1_0007.png,28,watch out for cars,28,watch out for cars,True,True,0.02278140000089479,True
030_1_0002.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,True,0.018074800000249525,True
030_1_0023.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,True,0.021846000001460197,True
032_1_0001_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,True,0.023786699999618577,True
032_1_0002_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,True,0.022758399998565437,True
033_1_0001.png,33,Watch for Traffic signals,33,Watch for Traffic signals,True,True,0.023692300001130207,True
034_1_0002.png,34,Danger Ahead,34,Danger Ahead,True,True,0.02421899999899324,True
034_1_0003_1_j.png,34,Danger Ahead,34,Danger Ahead,True,True,0.021856400000615395,True
035_1_0002.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,True,0.02092579999953159,True
035_1_0003.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,True,0.020718499999929918,True
035_1_0004.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,True,0.020174100000076578,True
037_1_0009.png,37,Watch for Children crossing,37,Watch for Children crossing,True,True,0.02188879999994242,True
043_1_0021.png,43,Go right or straight,43,Go right or straight,True,True,0.020392700000229524,True
045_1_0004.png,45,Near the village,45,Near the village,True,True,0.022611700000197743,True
045_1_0009.png,45,Near the village,45,Near the village,True,True,0.020690899998953682,True
047_1_0003.png,47,Watch for Trains,47,Watch for Trains,True,True,0.021138500000233762,True
049_1_0010.png,49,Watch for consecutive turnings,49,Watch for consecutive turnings,True,True,0.020441599999685423,True
050_1_0003.png,50,Watch for fences,50,Watch for fences,True,True,0.02411460000075749,True
055_1_0031.png,55,No entry,55,No entry,True,True,0.021554099999775644,True
056_1_0010.png,56,Slow down to yield,56,Slow down to yield,True,True,0.01917909999974654,True
008_1_0008_1_j.png,8,Don't Go straight or left,8,Don't Go straight or left,True,True,0.021384100000432227,True
023_1_0002_1_j.png,23,Go Left or right,23,Go Left or right,True,True,0.016036999999414547,True
030_1_0018_1_j.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,True,0.021181000000069616,True
052_1_0008_1_j.png,52,Stop to yield,52,Stop to yield,True,True,0.02321520000077726,True
010_1_0013.png,10,Don't Go straight,10,Don't Go straight,True,True,0.020511200000328245,True
011_1_0019.png,11,Don't Go Left,11,Don't Go Left,True,True,0.02040879999913159,True
023_1_0005.png,23,Go Left or right,23,Go Left or right,True,True,0.024681500000951928,True
028_1_0216.png,28,watch out for cars,28,watch out for cars,True,True,0.02216489999955229,True
029_1_0015.png,29,Horn,29,Horn,True,True,0.01779970000097819,True
031_1_0020.png,31,Uturn allowed,31,Uturn allowed,True,True,0.020281000000977656,True
036_1_0014.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,True,0.023397599999952945,True
036_1_0016.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,True,0.018069399999149027,True
036_1_0019.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,True,0.016518399999768008,True
